SK_ID_CURR,TARGET
100001,0.06467264393735978
100005,0.125826538654806
100013,0.08090773932613411
100028,0.06115294879872981
100038,0.12851545400523223
100042,0.05532679572798446
100057,0.08294623137117106
100065,0.1256157297039887
100066,0.04998088672428771
100067,0.1032293477578292
100074,0.06500069083433092
100090,0.11472940572008947
100091,0.11657783784616259
100092,0.09779477892282046
100106,0.15584924109462905
100107,0.1117845876201377
100109,0.09820544446536136
100117,0.07846015919101991
100128,0.07326247489092147
100141,0.08769034488452947
100150,0.0750988763292085
100168,0.06458675947906625
100169,0.04545277263470881
100170,0.08670341655379064
100171,0.09971199895936558
100172,0.12128139958676926
100184,0.07595992737023402
100187,0.06125622207419674
100212,0.08553368751148871
100222,0.08426300865641617
100223,0.06273938406128746
100232,0.07295720369211565
100241,0.14140645603123805
100245,0.07917774114511601
100253,0.06098473663372887
100256,0.0941750618075903
100271,0.056437720207227086
100278,0.10625024003974985
100280,0.07044082880965921
100306,0.15397742262845474
100311,0.10640371645701552
100312,0.06513705936739302
100330,0.07451631120743875
100331,0.08966847846523526
100352,0.09211009328267777
100358,0.09253077870581447
100367,0.08532115077280734
100382,0.085257862767004
100384,0.07371281487635654
100385,0.11546340475594162
100386,0.09000461457838702
100399,0.07153034566998288
100404,0.06893348605966239
100416,0.07153612636933668
100422,0.12097825212674408
100426,0.07905229361602663
100438,0.06825957419941472
100444,0.11849583693695676
100445,0.12328462167633351
100446,0.11706187640302511
100447,0.06675316228044825
100450,0.07577414517826642
100466,0.08536933988225176
100483,0.07259467181406955
100484,0.05207419785887269
100494,0.08399938978779876
100510,0.12527974343008283
100512,0.06091954144830495
100517,0.06911093141610031
100548,0.05984068664572458
100551,0.0721047396229802
100552,0.1255421586089761
100553,0.0856105589545528
100561,0.09269303847075233
100568,0.12356738299767815
100569,0.06888982209513458
100591,0.09504028062025774
100592,0.04892133262080461
100602,0.10741084595779779
100607,0.07872827101216893
100613,0.08590375368837257
100617,0.0778248370095592
100618,0.09127392799644912
100622,0.16371091348197522
100625,0.12407755203052231
100677,0.08328209588694943
100699,0.07655427302826372
100702,0.13633075854691828
100711,0.08379772419326605
100729,0.13684425602887434
100740,0.11814276134890661
100744,0.1045760136183606
100745,0.10209557361943294
100747,0.09997302258052038
100751,0.11072112612193354
100752,0.08477161505988703
100753,0.14573627456252164
100754,0.09547549269270864
100760,0.10706812154317405
100762,0.09367765591596816
100763,0.07681814305606526
100765,0.07572037500221768
100770,0.1017363653207072
100772,0.08594727317264002
100777,0.08495494102715483
100791,0.06865245969797694
100792,0.059024931038594776
100797,0.08772004389569783
100823,0.09419846443249244
100826,0.09185149903612554
100830,0.06884005553026726
100836,0.13165897537690918
100872,0.08338886902795818
100910,0.0879276202938168
100913,0.06008473617009055
100918,0.07922058175200741
100931,0.05467013967033276
100952,0.11934936350154635
100953,0.10446520181413915
100965,0.10462547852825839
100970,0.08361894993934278
100982,0.12033883117837194
100983,0.08462153002646211
100984,0.06840181911897035
100987,0.11525817540928633
100997,0.09063199235231806
100998,0.1315433234296366
101002,0.0966608870907591
101005,0.13405585555175126
101008,0.12030867717872253
101020,0.09408056870271078
101021,0.09035564350181473
101024,0.09353896498130852
101025,0.12689878734176863
101026,0.09381380099420922
101031,0.08853666533742384
101041,0.05697489711535054
101051,0.06345503145573905
101055,0.0882852145122682
101056,0.13090547920314155
101057,0.10202011530377124
101064,0.07492134048122112
101079,0.07897364580431261
101087,0.08820163486933548
101090,0.06612975303460344
101092,0.09017452540338587
101097,0.09564297213794815
101099,0.05713708827501956
101107,0.08891454468948196
101118,0.09052264605117225
101125,0.09771766027176694
101126,0.08118401730701935
101128,0.09515932269357584
101136,0.1298523655000291
101140,0.1068974409237208
101149,0.07681492319249465
101160,0.08218819641713847
101169,0.11362687487678914
101181,0.07402959724188549
101186,0.05723279466524704
101190,0.09896879444556571
101193,0.11793836185841385
101194,0.0895270062673509
101198,0.09700601441501516
101200,0.07627001061677248
101204,0.09926114755507452
101211,0.08428118831850019
101213,0.08326197923055868
101223,0.07204220402879942
101225,0.09317475526707908
101237,0.07745760194311153
101243,0.08174054694746583
101244,0.10863464264892579
101258,0.07036061370618074
101259,0.15433300302793015
101268,0.10228799192760221
101269,0.06467035323474771
101271,0.11183788800751344
101279,0.0722232367001951
101281,0.08907846695780822
101287,0.07436672352805186
101292,0.09485426523781806
101294,0.07690948883734747
101296,0.06812150691700783
101297,0.08063854497561605
101299,0.06142667312275863
101301,0.07568751752823531
101305,0.07837492832315233
101308,0.06795842534253167
101318,0.05753432833184521
101327,0.11118001567431648
101329,0.10342610429749223
101332,0.065539587462623
101337,0.09141614696184262
101343,0.06317810120244417
101345,0.0810951633824423
101346,0.08915826917775062
101353,0.05502475794988415
101354,0.11044466178125113
101355,0.0938880840827144
101356,0.05824146791886828
101362,0.11077338011195145
101363,0.1255577662114231
101365,0.07917138874416457
101366,0.09416702685372938
